,用户名,评论星级,评论时间,评论内容
10,街角的蔷薇,1,2017-03-24 18:57:01,门票230，缆车90。算是去过地方里门票最贵的的了，没什么意思，
11,安庆@随风扫落叶,1,2017-01-02 13:43:53,1. 【送温处士归黄山白鹅峰旧居】李白黄山四千仞，三十二莲峰。丹崖夹石柱，菡萏金芙蓉。伊昔升绝顶，下窥天目松。仙人炼玉处，羽化留馀踪。亦闻温伯雪，独往今相逢。采秀辞五岳，攀岩历万重。归休白鹅岭，渴饮丹砂井。凤吹我时来，云车尔当整。去去陵阳东，行行芳桂丛。回溪十六度，碧嶂尽晴空。他日还相访，乘桥蹑彩虹。
12,周枫,1,2016-03-15 10:28:36,去的时候觉得一般，回来再次回味觉得还可以，黄山给我很深的印象，是人，和一起游的人
13,小飞侠,1,2015-07-27 11:30:14,人生一定要去 风光秀美 留连忘返 好地方
14,Wenqing,1,2015-07-10 09:34:34,首先黄山门票+缆车310元/人就不说了，山上雾气缭绕根本什么都看不到。而且缆车是云谷寺索道，去迎客松的玉屏索道维修还坐不了，我们只能坐云谷寺的缆车上山，徒步下山。到慈光阁后就有下山的大巴了，这条路我们走了7小时左右。7个多小时拍的照片基本一张都看不了，太尼玛心酸了。提醒各位朋友，登黄山时一定要看天气预报这就是山上的雾，能见度不足10米吧黄山的商人感觉实在不好，买东西就跟你该他们似的。你准备买的话把你当个爷爷似的，你看了看后不买转头人就说你这个那个的，嘴太碎、心眼太小，差评！
15,冰冰,1,2015-02-04 18:04:58,感觉是很久以前的事了，黄山足够秀丽，没有华山的险，泰山的庄重，也没有武夷山的百转千回，庆幸那时去了黄山！
16,政委,1,2015-01-08 18:59:02,人山人海，景色优美不愧是世界级的旅游胜地！交通很方便：飞机、火车、大巴都有到达。看黄山的云海、日出、奇石、怪松、温泉是很绝的。
17,╭ 小肥肥 ヅ,2,2014-11-21 01:34:05,我记得我在这里对着迎客松还摔了一跤，把我朋友笑惨了，只不过雪太大山顶没上去
18,无坡居士,1,2014-10-30 20:22:21,黄山归来不看岳，的确不虚！黄山四季皆宜，去过了三次还不过瘾，过去很不理解朋友一年去很多次黄山，现在自己也上瘾了！尤其黄山对省摄协以上的摄影家们免费的政策，的确眼光长远，让她的声名远播，让她的美景眩人眼球！真实一座让人爱不够的山！
19,清茶一杯,1,2014-10-20 10:43:10,从来不知道这一辈子要去多少次黄山，每一次去都能看到不同的风景，每一次去都能感受到不同的意境，黄山伟哉，还是想再去
20,两杆大烟枪,1,2014-09-29 16:59:29,门票230，学生证半价，节假日人暴多，黄山上大概一百多一个床位，最好先预定
21,金日旺,2,2014-09-01 21:04:47,去黄山一定要挑个晴天，否则雾茫茫一片，啥都看不到，秋天去是较好的时间，因为出现晴天机会大，春夏季节就别去啦。
22,Lilia_G,2,2014-08-31 15:09:48,请我也不去了。人多就算了还没素质，一直下雨什么风景都看不到，所谓壮观的日出也不过平平，一切都令人失望。
23,hanhan,2,2014-08-28 09:30:34,千万不要在假期去，人实在是太多太多了，压根看不见任何东西，就是人。
24,爱❤麻麻,1,2014-08-27 11:28:12,要是8月去的话人多不多啊，有没有组团去的啊？求加入求加入求加入
25,闲听风吟,1,2014-08-19 11:04:10,不到黄山想黄山，到了黄山怨黄山，一个让人又爱又恨的地方，去了你就知道了
26,北脸,2,2014-08-16 15:23:33,"当时是十一期间去的，因为日期靠后，加上刚刚发生有人坠落,所以人并不多。我们踏着晨雾一路上山，跨天都，过鲫鱼，眺莲花，逛西海，午后顺势而下，一天拿下黄山。"
27,_&.呃♬,2,2014-08-10 15:28:24,个人认为黄山风景区门票230太贵了 索道还要80元上去了一路爬山 风景还可以 景点就只有迎客松 感觉有点不值得玩属于名气很大 但是去了会后悔的景区
28,顺10真,1,2014-08-02 15:10:43,云雾缭绕，如梦如幻，始信峰，妙笔生花，最好在山上住几天，风景一定不同。
29,五一,1,2014-07-19 15:53:21,1999年去的，门票好像是70多元，按照游览路线插了一本相册，前一段时间拿出来看了看，很有滋味。
30,建筑工人,1,2014-06-23 21:20:42,美不胜收！美不胜收！美不胜收！美不胜收！美不胜收！美不胜收！
31,大漠孤烟,1,2013-11-27 08:58:23,黄山是个好地方，景色非常好不错。我是08年去的，还在山上住了一宿，早上看日出。
32,小毅,2,2013-11-27 00:14:32,风景很好，就是人太多，门票贵。
33,cherry,1,2013-11-25 20:01:12,我喜欢这里，有机会我一定要去看一下，因为从小我家里就有这幅画看，(*^__^*)
34,CZ,1,2013-11-24 20:36:11,安徽黄山景区是我国著名景区，山峰奇特，松树秀美，云海神奇，真正是黄山归来不看山
35,三水,1,2013-11-23 16:18:47,美不胜收~10年前去的，一直都想要去第二次~太美了，西海大峡谷等着我
36,秋海畅游,1,2013-11-22 06:21:55,黄山集中国各大名山的美景于一身，尤其以奇松、怪石、云海、温泉“四绝”著称，现已将冬雪作为第五绝。这些是大自然造化中的奇迹，历来享有“五岳归来不看山，黄山归来不看岳”的美誉。
37,行走天下,1,2013-11-18 14:09:24,黄山乃世界自然与文化双遗产，世界地址公园，国家5A级景区，徐霞客曾言：五岳归来不看山，黄山归来不看岳，可见黄山地位之高，总之，黄山是一辈子必须要去的一座山。
38,杨敬玮,1,2013-11-15 16:39:28,"欲识金银气,多从黄白游。一生痴绝处,无梦到徽州。登过黄山和齐云山的人会有至少三种解释~！"
39,沙砾,1,2013-11-15 11:55:38,盆景而已，不符合山的定义。山，是大地的骨骼，是用来改天换地的。
40,William,1,2013-11-14 16:26:16,我在这里见识了人生中迄今最美的日出，有特殊意义的一次，2009.1.1，希望一生幸福如朝日
41,切梦天涯,1,2013-11-14 10:39:18,黄山，安徽人的骄傲！五岳归来不看山，黄山归来不看岳。的确如此！
42,谷爷,1,2013-11-13 17:14:35,黄山归来不看岳！以云海、奇松、怪石、温泉四绝闻名于世！美极了！
43,随心所致,1,2013-11-13 17:08:32,其实不用语言去描述它的美了，不同于北方的山，有更多的秀气，有画一样的感觉，当然就是人太多，费用太贵，呵呵
44,xiaoxi224,1,2013-11-12 00:11:41,五岳归来不看山，黄山归来不看岳，此话名不虚传，很值得一看的地方！
45,佛祖肩上雕,1,2013-11-10 07:45:06,黄山不仅留下了我的足迹，也让我脱了一层皮，黄山的太阳真是太热情了。
46,LaoXu (秋光),2,2014-06-15 07:59:31,迷雾中的黄山，多少有点扫兴。可是，轻纱薄雾，黄山更象一个遮遮掩掩，羞羞答答的睡美人，引誘你去探个究竟。雲海更是翻滚，使黄山间或露一下，又在朦朦中。
47,xuxiake20120101,2,2014-06-05 17:59:55,喜欢山上云雾缭绕的感觉，喜欢山上一阵风一阵雨无常的天气，怀念住着拐杖步履蹒跚，在雨中艰难上山的场景
48,寻道,1,2014-05-16 14:30:36,大美黄山！奇石、云海、秀松，美景目不暇接，千峰竞秀，万壑峥嵘。“莲花”、“光明顶”、“天都”三大主峰，拔地极天，气势磅礴，雄姿灵秀。霞客先生叹曰：“薄海内外之名山，无如徽之黄山。”诚如斯也。
49,天空,2,2014-05-01 23:52:33,刚到黄山的那天云雾缭绕，仿佛身置仙景，如梦似幻，美极了！，第二天天晴了，虽然是另外一景像，我还是喜欢这样的黄山。
50,冲击波,1,2014-04-30 14:12:48,一生中最爱去的地方，虽然去过9次了，还是会再去的！去不够！！刘海粟去过十次，我会超过他的。
51,风送茶香,2,2014-04-29 15:01:12,这是一个去过了还想去的地方，山石中长出的松，无不隽秀苍翠；松枝下点缀的山，无不峻峭挺拔。
52,人在江湖,1,2014-04-26 13:54:55,五岳归来不看山，黄山归来不看岳，黄山，一年四季都是美的，下一次，再盼启程……
53,丹尼尔,1,2014-04-07 11:23:02,去年夏天去的黄山，徒步上山，徒步下山，在山上露宿，第一次在山顶看日出，很开心，也很喜欢~
54,遗忘空寂,2,2014-03-31 19:14:09,儿时的记忆，翻开照片册都会想起，记得那会儿遇到一个老僧免费送我一个黄符
55,只为袖手天下,1,2014-03-25 21:05:53,黄山天下闻名，但是我觉得黄山要体现出中国水墨山水的精髓来就必须有云海，而我去黄山的那几天却恰恰没有云海，没有云海的黄山在我看来魅力大大折扣
56,宝贝发乐悠悠,1,2014-02-18 18:07:53,学生时代去过， 从清晨开始爬到下山整整一天， 腿都弹棉花，但很带劲，年轻真好。景美人也美，真是美好的回忆呀！
57,拖拉机,1,2014-02-13 16:30:42,2013年和张肇祥同往，在山上住了二天，第一天由于下雨，一片雾蒙蒙基本看不见景物，第二天开了天，终于看到了云海，拍了不少照片也算黄山没有白去，第三天顺便去了屯溪老街
58,无语,1,2014-02-11 15:50:38,黄山归来不看岳 黄山又被称为神的盆景 他的美已广为流传 无需多言 景区很大 爬山前应做好攻略 分配好体力
59,nian,1,2014-02-08 14:14:20,黄山的确很美，松树长得很有样子，就象迎客松，黑虎松等，山上奇松怪石处处是景。
60,建筑工人,1,2014-02-06 10:23:57,美不胜收！美不胜收！美不胜收！美不胜收！美不胜收！美不胜收！
61,大漠孤烟,1,2013-11-27 08:58:23,黄山是个好地方，景色非常好不错。我是08年去的，还在山上住了一宿，早上看日出。
62,小毅,2,2013-11-27 00:14:32,风景很好，就是人太多，门票贵。
63,cherry,1,2013-11-25 20:01:12,我喜欢这里，有机会我一定要去看一下，因为从小我家里就有这幅画看，(*^__^*)
64,CZ,1,2013-11-24 20:36:11,安徽黄山景区是我国著名景区，山峰奇特，松树秀美，云海神奇，真正是黄山归来不看山
65,三水,1,2013-11-23 16:18:47,美不胜收~10年前去的，一直都想要去第二次~太美了，西海大峡谷等着我
66,秋海畅游,1,2013-11-22 06:21:55,黄山集中国各大名山的美景于一身，尤其以奇松、怪石、云海、温泉“四绝”著称，现已将冬雪作为第五绝。这些是大自然造化中的奇迹，历来享有“五岳归来不看山，黄山归来不看岳”的美誉。
67,行走天下,1,2013-11-18 14:09:24,黄山乃世界自然与文化双遗产，世界地址公园，国家5A级景区，徐霞客曾言：五岳归来不看山，黄山归来不看岳，可见黄山地位之高，总之，黄山是一辈子必须要去的一座山。
68,杨敬玮,1,2013-11-15 16:39:28,"欲识金银气,多从黄白游。一生痴绝处,无梦到徽州。登过黄山和齐云山的人会有至少三种解释~！"
69,沙砾,1,2013-11-15 11:55:38,盆景而已，不符合山的定义。山，是大地的骨骼，是用来改天换地的。
70,William,1,2013-11-14 16:26:16,我在这里见识了人生中迄今最美的日出，有特殊意义的一次，2009.1.1，希望一生幸福如朝日
71,切梦天涯,1,2013-11-14 10:39:18,黄山，安徽人的骄傲！五岳归来不看山，黄山归来不看岳。的确如此！
72,谷爷,1,2013-11-13 17:14:35,黄山归来不看岳！以云海、奇松、怪石、温泉四绝闻名于世！美极了！
73,随心所致,1,2013-11-13 17:08:32,其实不用语言去描述它的美了，不同于北方的山，有更多的秀气，有画一样的感觉，当然就是人太多，费用太贵，呵呵
74,xiaoxi224,1,2013-11-12 00:11:41,五岳归来不看山，黄山归来不看岳，此话名不虚传，很值得一看的地方！
