,用户名,评论星级,评论时间,评论内容
10,闲庭信步,4,2019-02-19 19:25:39,出地铁到达颐和园北门，窗口购票淡季20元/人，70岁以上老人半票。也可加微信网上购票，票价一样。游人已经很多了，不知旺季时会是怎样的情形，一进大门，就不断有私人导游迎上来拉生意、做讲解，没见公园工作人员干涉。看过纪录片《颐和园》，对它有了更多更深的了解，身处这座曾举全国之力耗费巨资、规模宏大、命运多舛的皇家园林，内心五味杂陈。
11,素腕浣雪,5,2019-05-05 12:51:59,颐和园里有许多座桥，除了负盛名的十七孔桥和玉带桥，还有许多座叫不出来名字的桥。一些桥还在桥顶建了亭子，这是歇脚观景的绝佳之地。坐在桥中亭上，四面都是美景。在近处，一汪湖 水里 铺着成片的碧绿荷叶，偶尔有游船闯进荷花荡，这才知道原来荷叶里还藏着航路。在远处，大朵的流云缓缓行过天空，隐没于群山之间。更美妙的是黄昏时分，暧昧的暖光降低了景物的像素，让山水花鸟都隐去了其构造细节，而只留下几笔轮廓和线条。这种转变就像一幅细致入微的工笔画变成了泼墨山水画，简则简矣，却更有道不尽的妙处。
12,なな,4,2019-07-23 14:59:09,颐和园是清朝时期皇家园林， 中国 古典园林之首，占地约二百九十公顷。1998年12月2日被列入《世界遗产名录》。它是以 杭州 西湖为蓝本，是汲取 江南 园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑。 它以 昆明 湖、万寿山为基址，全园以西山群峰为背景，建筑群与山湖形势融为一体。全园分3个区域：以仁寿殿为中心的政治活动区；以玉澜堂、乐寿堂为主体的帝后生活区；以万寿山和 昆明 湖组成的风景旅游区。按我的理解，简单说，就是皇帝想在自家门口游 江南
13,冰泡泡,4,2019-02-12 23:34:46,颐和园，中国清朝时期皇家园林，前身为清漪园，坐落在北京西郊，距城区15公里，占地约290公顷，与圆明园毗邻。它是以昆明湖、万寿山为基址，以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”，也是国家重点旅游景点。
14,平凡,5,2019-02-11 11:23:13,颐和园，北京市古代皇家园林，前身为清漪园，坐落在北京西郊，距城区十五公里，占地约二百九十公顷，与圆明园毗邻。它是以昆明湖、万寿山为基址，以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”，也是国家重点旅游景点。
15,Yen,5,2019-02-04 16:10:27,从西门进颐和园，一路走走拍拍，我以为是工作日的原因，除了晨运的老人，很少见到游客。后来慢慢走到东门一带，游客慢慢多起来，才知道因为颐和园的著名景观几乎都集中在北部，游客都从这边入园游览。不过也好，在遇到大批游客之前，先在西门一带静静地欣赏满园秋色，带着老人家不方便步行过多，只是走过路过匆匆观光。一路走到东门，路过小学语文课本上提及的昆明湖和万寿山，22年过去了，依稀记得那是一篇需要背诵的课文。东门一带的散客和旅游团多了起来，这一带比较热闹，精华景点集中。匆匆走完一圈，从北宫门出园，花了两个多小时。
16,liinthesky,5,2019-01-29 07:55:58,颐和园我是从北宫门进去的。20元淡季大门票。进门是苏州街，我没买的联票，单买苏州街的门票。因为一个人走着走着很无聊，禁不住人肉导游的招揽，花了90块请了个导游，也是我这趟行程花钱最心痛的地方。不过导游讲了很多颐和园风水和景泰蓝的故事，你信或不信，那一刻，是她令你没有那么孤独，而且起码进了这个皇家园林不是单纯拍拍拍而在风水上有所收获。下了万寿山就是昆明湖，太阳下昆明湖还是超级美的。
17,miss 淑娴,5,2019-01-21 05:27:43,直接网上买票，20块钱门票进去，每人租了一个讲解器，边听边逛，颐和园真的很大，很漂亮，不禁感叹慈禧太后的晚年生活真的过得很棒，偌大的颐和园就她，皇帝和一些妃子在里面，在谐趣阁的后山发现一片美景，真的好漂亮，我也不知道那是什么树叶，但是黄叶红叶就很有秋天的感觉，所以吸引了很多摄影爱好者在那里拍照。不想爬山就没有往佛经阁走，然后就经过长廊，因为今天周末，所以超级多人，我们就尽量避开人流走，一路往17孔桥走，也是很多人走到那边，过了17孔桥实在太累了，而颐和园还很大，我们就选择乘船去到西门附近出去了。
18,隔壁家的悟空,5,2019-01-13 13:28:05,如果你想从昆明湖漫步，一路往南的话，可以选择北京地铁西郊线的颐和园西门站，除此之外，就像我们选择4号线的北宫门D口出站往回走就到了颐和园的北门。而如果你是跟团的话，一定是从颐和园的东门进入。从颐和园北门进入的话，过了颐和园长桥后，首先就是四大部洲。
19,麻烦给默爷来碗面,5,2019-01-16 14:16:42,颐和园是真的大，一路蹭导游还是一知半解。颐和园偶遇的一位老先生，义务在一角做园内讲解，几十张图片资料，据说很多导游都是忽悠乱说历史内容，老先生非常大方的把自己多年收集的资料给大家传阅，并做讲解！现在这样的人真的不多了。
20,HoneyLemon,5,2019-01-16 21:45:41,（提前预约，用时：1小时）：因为时间限制，所以我只去了颐和园，但是我建议是先去圆明园再去颐和园，安排在一个早上，在颐和园可以乘船到北京博览馆附近觅食，下午安排西直门附近的游玩地点。一个人逛其实没什么劲，所以我请了一位导游为我带路、讲解，还顺便帮我拍照，颐和园的建筑都是仿照中国各地著名建筑修建而成的，当作是公园逛也蛮有意思。
21,skyblue,5,2018-12-31 20:49:07,"颐和园，位于北京市西北郊海淀区新建宫门路19号。旺季：4月1日至10月31日，大门开放时间: 6:30~18:00。园中园开放时间: 8:30~17:00，静园时间为: 20:00。淡季: 11月1日至次年3月31日，大门开放时间：7:00~17:00，园中园开放时间：9:00~16:00，静园时间：19:00。颐和园门票：30元/张（旺季），20元/张（淡季）；颐和园联票：60元/张（旺季） 50元/张（淡季）。交通路线:乘坐地铁四号线可以到达颐和园，乘坐332路,508路,330路,331路可以到达颐和园。颐和园是中国现存规模最大、保存最完整的皇家园林,中国四大名园(另三座为承德避暑山庄、苏州拙政园、苏州留园)之一。颐和园景区环境优美，背面是十七孔桥，坐落在昆明湖上，位于东堤和南湖岛之间，用以连接堤岛，为园中最大石桥。石桥宽8米，长150米，由17个桥洞组成。石桥两边栏杆上雕有大小不同、形态各异的石狮500多只。经过十七孔桥，走到面对佛香阁的岛北面码头，乘坐慈禧凤船去往佛香阁。"
22,鲜虾米,5,2018-12-22 13:52:13,颐和园是当年乾隆为孝敬额娘所修建的，为了怕别人说他铺张浪费，以练水军之名义而建，最后的实际享受人还是慈禧。跟着慈禧回家·颐和园+圆明园·重走北京乾隆水道一日游（限10人VIP小团·船+车+步行）https://imfw.cn/l/8936558我在马蜂窝上购买了上面的一款产品，当天只有3个人+1导游，vip的服务！超赞！乾隆皇帝送给他额娘的“败家石”，有个封建迷信的说法，从这块石头放在这里开始，大清便走向了灭亡。颐和园的最高点，用来悬挂照明的灯笼。除了可以照明外，也是在昭告所有人，慈禧，她！醒！了！大家可以过来请！安！了！
23,成长的孩子,4,2018-12-19 14:06:49,颐和园，30元+10元佛香阁游玩时间4小时起步，上不封顶地铁北宫门站颐和园的门票务必网上买好，微信公众号“畅游公园”，无需换纸质票，直接扫码入园。颐和园和故宫一样，绝对是 北京 最热门的景点，而颐和园人最多的地方是大门口的购票处，绝对可以排上1小时的队，所以务必网上买票。颐和园另一个要吐槽的是矿泉水比门票贵。 北京 的门票是相当的良心，但矿泉水是相当的黑心，6元一瓶，要知道这可不是山区，完全不存在运输成本，吃相太难看。
24,柠萌雨辰,4,2018-12-15 22:00:00,颐和园被誉为皇家园林博物馆，是现今保存最完好的一座皇家园林。其仿照西湖的造型和江南园林的建造手法让人在游览时恍如身处南国。
25,马蜂窝用户,4,2018-12-13 17:59:48,风景很美，但是觉得没有必要买联票，买个30单票就行了，指示牌太少了，工作人员态度一般问了半天，走了好多冤枉路。
26,carriepan,5,2018-12-06 00:33:30,爱玩的乾隆爷巡幸 江南时，因留恋 苏州热闹的街肆铺面及物产风俗，就命随行画师绘具图式，将其仿建在颐和园内。当时的 苏州街，玉器古玩店、绸缎店、点心铺、茶楼鳞次栉比，店员由宫女太监扮演，皇上游历时开始“营业”。 不愧是summar palace，听说夏天湖中满是密密麻麻的荷花，颇有一幅接天莲叶无穷碧，映日荷花别样红的画卷。虽然地处北国，满满地却是 江南韵味，你甚至可以套用任何描绘 江南的诗词来形容它，竟然是那么贴切，毫无违和。
27,枫·蜗牛先生,5,2018-12-05 21:15:42,可以从东门入，沿昆明湖畔，经过佛香阁、石舫、半壁桥，一路往南如意门，可以饱览昆明湖的美景，以及沿途“万条垂下绿丝绦”的惬意。
28,太阳天走世界,5,2018-12-04 11:45:14,颐和园，建于“康乾盛世”，毁于第二次鸦片战争。后清政府挪用海军军费等款项重修，作为慈禧太后晚年的颐养之地。即是兴盛的产物，又是衰败的见证。 维新变法失败后，光绪被长期幽禁在园中的玉澜堂。 颐和园随处可见寿字。逛起来虽然没有紫禁城庄严，但园林大多了美多了。七百米长廊每一辐画都不一样，步步看画，处处移情。
29,苹果琳,5,2018-11-23 23:05:43,"门票60,60岁老人免费。颐和园，仁寿殿为中心的行政区，是当年慈禧太后和光绪皇帝坐朝听政，会见外宾的地方。仁寿殿后是三座大型四合院：乐寿堂、玉澜堂和宜芸馆，分别为慈禧、光绪和后妃们居住的地方。宜芸馆东侧的德和园大戏楼是清代三大戏楼之一。其中有一条长700多米的“长廊”，长廊枋梁上有彩画8000多幅，号称 “世界第一廊”。参观时间需要1天。"
30,rayban122001,5,2018-11-17 20:52:32,不愧當時咱們太后要居住在此 幾乎整個園區已經含括了 江南美景 一定還得再去但絕對要避過人潮呀 不然人是爆多的 就感覺好像擠進動物園了
31,方某某,5,2019-02-03 19:58:05,特别特别大，围着昆明湖绕了大半圈，类似我了
32,古瓜,4,2019-02-14 09:32:18,一般般，对南方 人来说，这地方。
33,布拉德万,5,2018-11-16 12:51:21,风景超好，关键当天天气还不错，去了颐和园要先坐船，之后才到处走走看看
34,巨蟹午马,4,2018-11-23 09:36:46,国内首屈一指的皇家园林，历经沧桑300年，仍然光彩照人。门票仅10元。
35,Kumiko,5,2018-11-23 12:46:29,跟我们老家景点“南北湖”很像，不过比南北湖可大的多了多，风景特别好！因为去的有点晚了，没逛完，逛完应该需要二个小时
36,北大山下这智商,5,2018-11-13 15:47:35,"五月份去的,皇家园林,但是人超级多"
37,UNCLE,5,2019-09-28 13:24:37,够你游览一天没问题，很大很靓。
38,大吉面,5,2019-08-31 19:07:41,距离圆明园很近，历史见证地，到北京怎能不去呢。
39,光阴过客,4,2019-08-27 22:34:13,本地人一般都在昆明湖边上玩，游客建议过了长廊上山看看，还是有不少古建筑值得一看的，山上往下看昆明湖也挺好。
40,louis,5,2019-08-26 17:51:51,万寿山、昆明湖，漂亮！！！！！
41,fincen,4,2019-08-23 21:32:40,比我想象的要大好多，走的我好累，风景迷人，当年老佛爷太幸福了
42,风雨无阻,5,2019-08-13 15:00:42,颐和园自然美景，景色宜人，非常好，强烈推荐！
43,Angel,5,2019-07-30 14:09:53,颐和园公园是保存最完整的皇家园林，面积很大，完整的走一圈要几个小时呢。建议从东门进去，先参观文昌院和德和苑，主要是祭祀和看戏的地方。之后可以沿着世界最长长廊走到中心点佛香阁，也可以坐船到北宫门出。如果有体力可以继续沿着长廊往西走，走一下西提，是仿造苏堤建造而成的，同样有六桥，穿过西提沿着湖走，可以到十七孔桥，这边可以选择从南门出来，也可以继续往北走到铜牛拍照留念之后东门出，原路返回即可。
44,锡兰豹,5,2019-06-14 13:31:25,中国的历史建筑还是很有看头，值得去看。
45,寻梦,5,2019-06-11 11:11:11,我们是直接北宫门进，然后苏州街坐船进去的，一个人50到十七孔桥，然后原路走回来北宫门，我觉的这样挺好的，不用来回走太累太累。万寿山非常壮观，景色非常迷人，值的上去。
46,Cauchy珂欣,4,2019-06-07 13:16:18,颐和园作为一座皇家园林，历经沧桑，是来北京必不可少的一个旅游景点，颐和园虽然占地290公顷，但是绝大多数是湖，主要景点有苏州街、万寿山、佛香阁、十七孔桥等。门票旺季30、淡季20、学生票减半。同时注意浏览时穿轻便的鞋子便于爬山，最重要的万寿山和佛香阁都在山顶，山路不是很平整。登上佛香阁俯瞰整个湖面，真的特别漂亮，同时颐和园可以乘车直接去北京动物园也是一个不错的选择。
47,黑格子、白衬衫,5,2019-06-07 12:39:39,颐和园是我国现存规模最大，保存最完整的皇家园林，为中国四大名园（另三座为承德的避暑山庄，苏州的拙政园，苏州的留园）之一，被誉为皇家园林博物馆。因为app已经详细介绍了交通、门票等信息，我就说一下别的攻略：一、线路玩法：1、东宫门入园游玩线路：①东宫门→仁寿殿→德和园→文昌院→玉澜堂、宜芸馆→乐寿堂→长廊→排云殿→佛香阁→石舫→耕织图景区→如意门。(约3小时行程)②东宫门→仁寿殿→德和园→文昌院→玉澜堂、宜芸馆→乐寿堂→长廊→排云殿→佛香阁→石舫→乘船至南湖岛→十七孔桥→铜牛→新建宫门。(约2.5小时行程)③东宫门→仁寿殿→德和园→文昌院→玉澜堂、宜芸馆→乐寿堂→长廊→排云殿→佛香阁→苏州街→北宫门。(约2小时行程)④东宫门→仁寿殿→德和园→文昌院→玉澜堂、宜芸馆→乐寿堂→长廊→排云殿→佛香阁→苏州街→澹宁堂→谐趣园→东宫门。(约2.5小时行程)2、北宫门入园游玩线路：①北宫门→苏州街→四大部洲→佛香阁→排云殿→长廊→石舫→乘船至南湖岛→十七孔桥→铜牛→昆明湖东堤→文昌院→玉澜堂、宜芸馆→乐寿堂→德和园→仁寿殿→东宫门。(约3小时行程)②北宫门→苏州街→澹宁堂→谐趣园→仁寿殿→德和园→玉澜堂、宜芸馆→文昌院→乐寿堂→长廊→排云殿→佛香阁→石舫→耕织图景区→如意门。(约2.5小时行程)③北宫门→苏州街→石舫→长廊→排云殿→佛香阁→乐寿堂→德和园→文昌院→仁寿殿→东宫门。(约2小时行程)3、新建宫门入园游玩线路：①新建宫门→昆明湖东堤→文昌院→仁寿殿→德和园→玉澜堂、宜芸馆→乐寿堂→长廊→排云殿→佛香阁→苏州街→北宫门。(约2.5小时行程)②新建宫门→南湖岛→十七孔桥→铜牛→乘船至石舫→耕织图景区→苏州街→佛香阁→排云殿→长廊→乐寿堂→德和园→玉澜堂、宜芸馆→文昌院→仁寿殿→东宫门。(约3小时行程)二、游船问题：1.开放时间为3月21日开始，龙船、画舫上午8:30—下午4:30，手划船、电瓶船、脚踏船上午8:00—下午4:30；2.游船价格：脚踏船：4人60/小时，6人80/小时，押金300元；电瓶船：6人120元/小时，押金400元；手划船：60元/小时，押金300元，限乘4人；豪华仿古电瓶船：180元/小时(6座);3.游船位置：八方亭(手划船、脚踏船)、文昌阁(电瓶船、脚踏船)、玉澜堂(脚踏船)、排云殿(电瓶船、脚踏船)。
48,阿土,5,2019-06-04 19:14:24,颐和园， 中国 清朝时期皇家园林，前身为清漪园，坐落在 北京 西郊，距城区15公里，占地约290公顷。以 昆明 湖、万寿山为基址，以 杭州 西湖为蓝本，汲取 江南 园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”，也是国家重点旅游景点。
49,蚂蜂窝用户,5,2019-05-27 23:37:12,值得去地铁4号线西苑站走十分钟，东门，也就是正门，核心景点，慈禧理政、看戏、居住……都是平路，如果买联票需要翻个山看苏州街地铁4号线北宫门，主要是苏州街，这段需要爬山看核心景点大大的昆明湖有山有水，确实是个好地方，非常大，物有所值60岁以上门票免费
50,君诺行必果,5,2019-05-27 09:22:04,很美，最好能安排一整天或者至少大半天的时间，湖中看山，山上看湖。从北门进的话，老人和小孩会有些吃力，山不高，但不好爬。
51,小omama,5,2019-05-20 14:03:13,颐和园始建于乾隆十五年间，原是皇上孝敬母亲的礼物，叫做清漪园~~在1860年被英法联军焚毁，后于光绪十四年重建，成为皇家避暑地之一，是慈禧老佛爷喜欢的地方，后来，还被用于囚禁光绪帝……这都是戊戌变法时候的事儿了……有时间的话，建议请导游，这样可以连着历史一并了解，老北京这样的地方，如果没有讲解的话，只看到满眼的房子……
52,青衫,5,2019-05-13 08:08:50,颐和园，北京市古代皇家园林，前身为清漪园，坐落在北京西郊，距城区十五公里，占地约二百九十公顷，与圆明园毗邻。它是以昆明湖、万寿山为基址，以杭州西湖为蓝本，汲取江南园林的设计手法而建成的一座大型山水园林，也是保存最完整的一座皇家行宫御苑，被誉为“皇家园林博物馆”，也是国家重点旅游景点。
53,理想国之住人,4,2019-05-09 12:49:40,老妈的腿脚不好，居然也跟着我从北宫门爬上去了，她说幸好爬山是第一站，如果是最后一站铁定爬不动。下去到了湖边，在船坞花了60元乘游船二号路线直接去了十七孔桥，话说都来颐和园了，那必得体验下当年帝后游过的湖啊～游湖上才是欣赏万寿山、十七孔桥等景点的最佳方式和绝佳角度鸭！
54,楚云飞QQ,5,2019-05-15 17:35:27,莫道昆明池水浅，观鱼胜过富春江。伟大领袖与著名诗人的唱和往来，就提到了颐和园的昆明湖。颐和园，观其名解其意，就是“微笑着，游走气韵和谐之地”，纵观瓮山（万寿山）与瓮山泊（昆明湖）仅为一园景观，但要是结合颐和园与西山来看，其借景之意，令人顿觉胸襟开阔，体会到海纳万园之势。一道十七孔桥，斜置于昆明湖东侧，将昆明湖一分为二，湖景就有了远近之别，特别是夏至和冬至日出日落时节，阳光赋予桥梁金色光影，美感油然而生。万寿山上以佛香阁居中担起了山之两侧的建筑和园林，东侧有精致的园中园“谐趣园”，西侧有造型别致的石舫，加上德和园大戏台和玉澜堂铜亭等古建筑，像一粒粒珍珠巧妙地布撒在山水之间。一条长长的风雨廊宛如玉腰带，挂在昆明湖边，728米，273间，每间都有彩绘，集中国传统文化与美术于一身，令人赞叹不已。万寿山顶有智慧海，后山上还有藏式建筑四大部洲后河边还有一条仿苏州建筑的苏州街。昆明湖东岸还建有文昌阁和知春亭，昆明湖西侧一条长堤穿起了数座古桥，早春徜徉于湖堤上，桃花、杏花飘洒阵阵花雨，初夏古柳依依，清凉怡人，看西山玉泉山塔就如在眼前。西堤外还有一处古代帝王促耕作的耕织图。颐和园，就是一件建筑美学、园林美学、绘画艺术集大成的瑰宝。
55,空空是蓝色的,5,2019-05-16 09:23:17,春夏秋冬 每年都去几次颐和园颐和园很大，感觉逛一天都很难逛完春天的花 夏天的荷 秋天的红叶 冬天的雪每个季节来总会发现一些妙处尤其是日落后，晚霞洒在水面上，更是美不胜收。最喜欢颐和园中的溪烟岚雾，在一个角落里，没有旅行团的吵闹，安安静静，每次都会去坐一会。
56,水哥哥,5,2019-05-08 15:19:15,颐和园，也是清代三大皇家园林之一。与承德避暑山庄、拙政园、留园并称为中国四大名园。
57,heavon,5,2019-05-04 15:54:27,人山人海，过节的时候千万别去，都是人头
58,李子果,4,2019-05-01 08:33:28,在颐和园暴走真的不容易，但是景色是很不错的，毕竟是当年的皇家园林，也是相当有历史的
59,旅行达人梦男,5,2019-04-29 17:58:16,嗯，不会为之前的皇家园林，整体的园林园子里面特别大，风景特别漂亮
60,rayban122001,5,2019-04-29 11:48:52,不愧當時咱們太后要居住在此 幾乎整個園區已經含括了 江南美景 一定還得再去但絕對要避過人潮呀 不然人是爆多的 就感覺好像擠進動物園了
61,方某某,5,2019-07-19 05:47:47,特别特别大，围着昆明湖绕了大半圈，类似我了
62,古瓜,4,2019-07-12 00:01:18,一般般，对南方 人来说，这地方。
63,布拉德万,5,2019-07-04 16:08:04,风景超好，关键当天天气还不错，去了颐和园要先坐船，之后才到处走走看看
64,巨蟹午马,4,2019-06-19 21:30:16,国内首屈一指的皇家园林，历经沧桑300年，仍然光彩照人。门票仅10元。
65,Kumiko,5,2019-06-17 16:29:33,跟我们老家景点“南北湖”很像，不过比南北湖可大的多了多，风景特别好！因为去的有点晚了，没逛完，逛完应该需要二个小时
66,北大山下这智商,5,2019-06-14 01:53:01,"五月份去的,皇家园林,但是人超级多"
67,UNCLE,5,2019-06-13 10:36:13,够你游览一天没问题，很大很靓。
68,大吉面,5,2019-05-29 20:42:29,距离圆明园很近，历史见证地，到北京怎能不去呢。
69,光阴过客,4,2019-05-17 21:36:25,本地人一般都在昆明湖边上玩，游客建议过了长廊上山看看，还是有不少古建筑值得一看的，山上往下看昆明湖也挺好。
70,louis,5,2019-05-16 15:11:40,万寿山、昆明湖，漂亮！！！！！
71,fincen,4,2019-05-08 21:28:49,比我想象的要大好多，走的我好累，风景迷人，当年老佛爷太幸福了
72,风雨无阻,5,2020-01-06 21:24:54,颐和园自然美景，景色宜人，非常好，强烈推荐！
73,Angel,5,2019-11-07 22:17:09,颐和园公园是保存最完整的皇家园林，面积很大，完整的走一圈要几个小时呢。建议从东门进去，先参观文昌院和德和苑，主要是祭祀和看戏的地方。之后可以沿着世界最长长廊走到中心点佛香阁，也可以坐船到北宫门出。如果有体力可以继续沿着长廊往西走，走一下西提，是仿造苏堤建造而成的，同样有六桥，穿过西提沿着湖走，可以到十七孔桥，这边可以选择从南门出来，也可以继续往北走到铜牛拍照留念之后东门出，原路返回即可。
74,锡兰豹,5,2019-11-08 11:48:13,中国的历史建筑还是很有看头，值得去看。
