,用户名,评论星级,评论时间,评论内容
10,如枫,4,2019-01-24 15:52:22,宏村都是石板路，带行李箱真的很不方便。第一眼宏村，我被惊艳了！淡季的宏村每家饭店人都不多晚上实在没什么看头水流贯穿整个宏村，顺着水流就能走到南湖，逆着水流就能找到月沼湖。跟着免费讲解的导游，全程游览了一遍南湖书院、汪氏祠堂，这个堂，那个堂的把宏村的每一条小巷都转遍了。
11,娇气的神宝宝,5,2019-01-23 17:24:10,宏村是徽派民居村落中最具代表性的村子，素有“中国画里的乡村”之美誉。虽然入冬了， 但是并不影响观赏和游玩，南方的生活气息很浓，有很多写生的学生在村里的各个角落里，用一幅幅画，把宏村的景观展现的淋漓尽至，很值得一去，里面也有很具有代表性的小吃毛豆腐，还上过舌尖上的中国，味道还不错，但不是每一个人都能接受的……嘿嘿
12,浴火为龍,5,2019-01-22 13:52:51,宏村镇主要旅游景点宏村景区、屏山景区、卢村景区、木坑景区、塔川景区。截至2015年底，宏村镇A级景区数量5家，其中AAAAA级景区1家，AAAA级景区2家。拥有举世无双的古水系——水圳、月沼、南湖，被称为民间故宫的“承志堂、培德堂”。徽商故里的“三立堂、乐叙堂”，保存完整的古代书院“南湖书院”等重要文物。卢村有由志诚堂、思齐堂、思济堂、思成堂、玻璃厅等保持较为完好民居组成的木雕楼群。屏山有光裕堂、成道堂等7座祠堂，还保存有三姑庙、红庙、长宁湖、舒绣文故居、葫芦井、小绣楼等名胜古迹。宏村、卢村和屏山的古村落的徽派建筑风格、空间布局、内部装饰和环境营造都达到了相当高的水准，代表着唐宋以来建筑和人居环境的最高水平。
13,Lily,4,2019-01-17 21:51:21,吐槽一下宏村的水，虽说宣传是有完整的水系，还有这种水草可以清水，但无论是南湖还是月沼，尤其是月沼的水是黄色混浊的，实在拍不好看啊。宏村出名之处就是《卧虎藏龙》剧组来过，李慕白既凌波微步过月沼，又牵牛走过南湖。宏村门票买后三日内有效，有效期内可以随意进出，但一定要保证身份证和门票均带在身上，景区各个入口有工作人员24小时查验。宏村其实各色小店有许多，但这几天身体不适，白天打卡地也颇多，所以晚上也没有多逛。
14,floriane,4,2018-11-20 09:14:46,建议去宏村就住在里面比较方便，里面住宿挺多的餐馆也不少，不过记得晚上吃饭要早一点，这边不会营业到很晚，白天就可以到处逛逛，印象最深刻的就是在桥上想拍一张没有太多人当背景的照片真的相当不容易，有些游客的素质并不高，因为桥很窄的，拍照时注意安全。
15,姜宇,4,2018-12-15 01:00:48,不错不错不错！！门票虽然有点贵但相对来说还算可以了，可能我真的每次都选好点网红古镇所以宏村给我感觉还可以
16,Leo,5,2019-04-09 21:33:46,早在各种杂志、电视、媒介上看到过 宏村 的影像，它被誉为画中的村庄，但看到的大多是天蓝水绿，而这次来的时候赶上阴天小雨，恰好让这美景多了一份水墨的感觉。 宏村 始建于南宋，距今已近千年历史，是典型的徽派民居村落，整个村依山伴水而建，村后以青山为屏障，地势高爽，可挡北面来风，既无山洪暴发冲击之危机，又有仰视山色泉声之乐。八九百年前的建村者便有先 建水 系后依水系而建村的前瞻，“牛形村落”科学的水系设计，为 宏村 解决了消防用水，调节了气温，为居民生产、生活用水提供了方便，创造了一种“浣汲未妨溪路连，家家门前有清泉”的良好环境，这也正是它比其他徽派建筑的村落更具魅力的原因。
17,foolle,4,2018-11-18 11:55:43,挺商业化的，来之前就料到了。不过建筑村子还是原装的，村内有南湖书院，祠堂还有各种老院子，可以逛逛。月沼设计的很有意思，半月形的池塘。南湖水体有些富营养化。景区外的基础设施有些破旧。查票挺严的。村西有华联超市。天井，马头墙。徽州四雕，看到了砖雕，木雕，石雕。
18,星之海洋,4,2018-11-10 12:47:26,宏村始建于宋代，盛于明清， 宏村 的兴衰和曾经叱咤一时的徽商及徽文化有着不可割舍的联系。财势称雄、情趣雅然的徽商们在衣锦回乡后，购田置业，用巨大的财富来精心构筑他们自己的“桃花源”，逐渐形成了以住宅、书院、祠堂、私家园林等为主的徽派建筑群。步入一栋栋老宅，雕刻精美的木砖石雕与 徽州 盆景散落在厅堂院中的各个角落，看似无意，实则有心，嗅着岁月的气息看一品一景，都记载着一段历史，讲述着一段故事。
19,紫翡妹妹,5,2018-11-07 19:16:08,充满徽州气息的村落，里面有一些对外开放的旧址，特色商业街，还有现住的居民。风景很美，南湖边有很多写生的人。
20,回望,4,2019-10-09 19:09:54,地方不是很大，徒步2个小时就能把整个村落转完；有山（不是很高）有水（仅一池塘）挺有特色，拍出的照片还是很明快的！
21,奈丂酱,5,2019-08-25 16:17:16,宏村的雨景和夜景都不错。我们来的这两天，总是时不时下点小雨，天阴阴的，很凉爽、很舒服。我们伴着哗哗的水声在宏村逛着，水从月沼流到南湖，我们从天亮走到天黑，灯笼映着整个小巷都带着红色的光，没有机器工作的声音，只有人与人之间干净的交谈声，几乎走到村外，也感觉不到累。
22,45°仰朢,5,2019-08-09 20:20:58,宏村是徽派民居村落中最具代表性的村子，素有“中国画里的乡村”之美誉。奥斯卡最佳外语片《卧虎藏龙》曾在此取景拍摄——村外的南湖桥。从整个外观上说，宏村是一座奇特的牛形古村落，水圳、南湖、月沼是村中的三处经典景观。在这里你可以静静地写生作画，可以钻小巷拍摄或就坐在南湖边上，看垂柳依依，沉入画里。
23,情蛙王子,5,2019-08-03 00:25:19,宏村给我留下最深刻印象的有几点，村中首富折合7000万人民币的精美古代建筑，近距离的感受以前富豪的奢侈生活；邮票安徽民居就以这里的建筑作为模型设计，徽派建筑以白墙黑瓦和高低错落的马头墙为特点，设计独特；村中南湖边写生的学生，宏村作为写生基地，每天都有大批学生来写生绘画，坐下静静看他们画画也是个不错的体验；村中无处不在的端着长枪短炮的摄影大妈，尤其在南湖边和村中月沼湖边，架起一排排三脚架加单反，气势十足，让人不由心生感慨，现在的大妈真的是上天入地，无所不能了。
24,Danny仔,4,2019-07-18 16:37:39,宏村的风景确实美，但盛名之下难免给人的惊喜度不算太高，一百多的门票，欣赏景色的兴致会随着游客数量的 变化而变化（宏村的游客一直暴多），而相比西递，宏村的景区服务和文化底蕴也略逊一筹，总之我觉得它担不起中国最美村落的桂冠。
25,方舟,5,2019-06-21 10:43:24,宏村的傍晚和清晨最吸引人，除却了喧嚣的人群！，你才能真正体味她的美。个人很喜欢村边的山上，清晨，空气湿润，走走心情会很舒畅。山上还有野草莓，很甜美的，不过要仔细分辨，不是什么的果子都能吃的哦！
26,琉璃_sherry,4,2019-06-10 17:45:50,避开五一，抽了周末的时间去宏村，星期五下午到的村口，人依旧很多，成批的旅行团，幸好村内的景色倒是不辜负期待。到了五六点钟夕阳西下，旅行团离开以后，人要少一些，配合着点亮的红灯笼，又是一番景致。
27,yah.W,5,2019-06-09 10:03:25,当时是中秋佳节，我以为没啥人，没想到人还是挺多的。从市区坐大巴一路进山，山脚下是野生漂流，有山有水好生惬意，走了大概一个半小时又倒公交车才到，那是我第一次一个人出远门，景点不太记得，只记得路途那么远，我就那么一个人住在村里。还是男女混住的青年旅社。同住的一个姑娘已嫁为人妇，中科院的男生被甩，不知道结没结婚哈哈哈哈，那个小老板还是挺帅，但是年少不知，应该加个微信的。
28,独钓寒江雪,5,2019-06-04 21:50:20,宏村被联合国教科文组织列入了世界文化遗产名录。是国家首批12个历史文化名村之一，国家级重点文物保护单位、安徽省爱国主义教育基地、国家5A级景区。宏村有“画里乡村”之称，截至2014年，全镇完好保存明清民居140余幢，主要景点有：南湖春晓，书院诵读，月沼风荷，牛肠水圳，双溪映碧，亭前古树，雷岗夕照等。只是一年四季的宏村，人挤人闷热吵闹，很难有欣赏景色的惬意......
29,漠雪,5,2019-05-22 15:40:59,很想去，不知道现在景区开放了吗？
30,☆慕城☆,5,2019-05-19 08:49:41,水墨宏村，写意山水，相信李安大导演的眼光不会错，很多学生在南湖写生，很喜欢徽派建筑的白墙黛瓦马头墙
31,apple,5,2019-05-14 16:45:10,景色是不错。但就是太商业化了，全是商铺。也都是那些东西。
32,💗张亚💗,5,2019-05-13 11:41:29,真不错.世界那么大，我想去看看～
33,颜丑文良,5,2019-05-11 11:25:32,关于宏村，最先值得一提的景点，是宏村整体造型——堪称“中华一绝”的古水系牛形村落，是当今世界历史文化遗产的一大奇观。这个始建于宋代的村子，至今依旧较好地保存着数百户粉墙青瓦、鳞次栉比的古民居群，特别是精雕细镂、飞金重彩的承志堂、敬修堂；气度恢宏、古朴宽敞的东贤堂、三立堂；森严的叙仁堂、上元厅等祠堂和南湖书院；巷门幽深，青石街道旁古朴的观店铺……同平滑似镜的月沼和碧波荡漾的南湖，雷岗上参天古木、民居庭院中的百年牡丹与探过墙头的青藤石木，构成一个完美的艺术整体。沿着主路慢行，还能欣赏到南湖风光、南湖书院、月沼春晓、牛肠水圳、双溪映碧、亭前大树、雷岗夕照、树人堂、明代祠堂乐叙堂等。若时间允许，不妨走访村周，还有闻名遐迩的雉山木雕楼、奇墅湖、塔川秋色、木坑竹海、万村明祠“爱敬堂”等著名景观。门票宏村：门票104元，学生（研究生证不可用）、60岁以上老年人、未成年人等凭有效证件，按旺季门票价格减半优惠；70岁以上持《安徽省老年人优待证》老年人、1.1m以下儿童等免票；请住宿客栈的老板帮买票可打9折。总门票内包含导游免费讲解（导游在南湖入口处认领）及几处景点门票。入门需登记身份证，购票起3日内可凭票进出村庄，记得随身带票券及半价证件。其余景点收费：德义堂：参观2元/人，喝茶5元/人碧园：参观拍照5元/人（目前宏村景点各个堂拍照免费）承德堂：参观拍照2元/人（目前宏村景点各个堂拍照免费）根心堂、琴剑阁、剑琴阁等也都有类似的参观喝茶收费Tips：1.宏村已被公司承包，逃票很难，连村内老百姓的亲戚进村探亲都要买票，除非你天黑进去，天不亮出来，哪怕早晨6:00在村里晃悠都很可能会遇见查票的。检票制度也非常严格，一定要真实证件才可过关。2.村里很容易把人转糊涂了，房屋、街道几乎没有差别。路边沟里的水流告诉我们行进的方向：逆流——进村，顺流——出村。
34,直觉,5,2020-04-01 18:43:53,确实很有特色的古镇，就算对我这种不喜欢古镇的人来说也是的！
35,汤姆猫,5,2019-04-02 17:00:25,到了宏村，最直观的感受是，宏村的美，一多半美在了它的两大标志性景点月沼和南湖。水的存在为古村增添了千种风情、万般气象，徽派建筑秀美的身影投射在灵动的湖面，构成了天然的山水中国画卷。
36,鸿行天下,5,2019-04-02 13:15:46,也就那样，去过一次不想去第二次。
37,渔乡余香,5,2019-04-01 16:53:29,徽派建筑群是最近我心中 “最美古村落” 形象的了。月沼是标志性地点吧。在小巷里随便走走，常规游览的话傍晚到早上走就可以了。想多住几天安静一下也可，一定要避开节假日。
38,✨晶晶✨,5,2019-04-01 11:16:18,随便拍拍都是一副绝美的画，超有意境
39,丢丢欣,5,2019-04-01 00:12:16,很上相的一个地方，实际的话感觉还是一般的，没有多少居民，有很多学生在画画，拍照确实比较漂亮
40,哈仙岛,5,2019-03-31 07:01:07,徽派建筑很美，这里到处都可以看到粉墙黛瓦，小桥流水的场面，一切都是静静的美。有着浓厚的商业气息。和自己居住的哈仙岛完全不同。
41,行者游侠,5,2019-03-26 16:25:19,非常的漂亮，非常棒，还会再去的
42,luoluo,5,2019-03-26 15:25:18,去的时候下雨，对宏村印象不是很好，玩着玩着，觉得景色还是不错的，就是雨水有点影响心情
43,蜡笔笔笔,5,2019-03-21 16:12:03,宏村的美，主要在建筑，白墙黑瓦南湖，南湖是真的美，早晨夜晚都好看，夏天冬天也好看，写生的人是一群一群的。
44,张小肥肥肥儿,4,2019-03-19 16:26:55,商业化有点严重，看看建筑还行吧。
45,大大泡泡糖,5,2019-03-13 13:47:36,宏村是以徽派建筑为特色的古村落，被誉为“中国画里乡村”。走进宏村，处处是景，步步入画。
46,Sugar-x1n,4,2019-03-07 21:56:36,宏村的景色还是不错的 像一幅水墨画 但票价说实话有点贵了
47,八千里路云和月,5,2019-02-27 21:22:43,适逢雨季，没有领略到月沼里白墙灰瓦的倒影，整个景区古建筑保存的很不错，住宿老板也热情好客，景区不大，讲游玩而言2小时足够，更多的是感受旧居吧
48,灰姑,4,2019-02-27 16:42:15,不错 没去过的可以看看 徽式建筑特色鲜明
49,巽,5,2019-02-27 12:17:13,景色醉人，我去的时候有艳阳有阴天有雨天，每一种天气看到的景色都不一样，我的游记里面有照片。
50,King1210,4,2019-09-25 19:36:58,黄山脚下的古镇，水墨画一样的风景，人少的时候意境不错，从黄山市区打车去的可还行，还是推荐一下
51,lost　soul　丶,5,2019-08-31 19:38:29,很喜欢，在某年的十一假期去的，比预想的人少得多。
52,畹晚顽,5,2019-07-22 16:15:11,下雪的宏村，真的很漂亮！！！！
53,王思辰,5,2019-07-18 16:51:14,非常美丽的地方 ，非常美丽的非常美丽的地方非常美丽的地方非常美丽的非常美丽的地方非常美丽的地方非常美丽的地方非常美丽的地方非常美丽的地方美丽的地方地方非常美丽的地方
54,马蜂窝用户,5,2019-07-17 14:36:24,去过宏村其他的这类景点就可以不用去了，徽派建筑真的特别美，怎么拍都很好看。强烈推荐。还有好多学美术的学生采风。必须推荐
55,Bonnie小兔子,4,2019-07-17 13:54:07,说实话，这个地方2个小时就转完了，我们定了间民俗，真的是逛的没法再逛了在房间玩手机。
56,江南水乡,5,2019-07-09 09:39:11,值得去，真的非常好，还想再去一次
57,Caspar,5,2019-07-08 14:36:25,月沼特别美，怎么拍都是美的，去的那天下雨，烟雨蒙蒙的宏村更有感觉。
58,九社富裕,5,2019-06-14 16:29:02,宏村的人太多太多了，建议可以住在村里，第二天一早在旅游团来之前，感受一下应该有的宁静
59,云生结海楼💤,5,2019-06-14 11:13:42,随便怎么拍都很美，适合早上看 白天看，黄昏看，晚上看
60,☆慕城☆,5,2019-06-06 16:11:51,水墨宏村，写意山水，相信李安大导演的眼光不会错，很多学生在南湖写生，很喜欢徽派建筑的白墙黛瓦马头墙
61,apple,5,2019-06-05 11:23:03,景色是不错。但就是太商业化了，全是商铺。也都是那些东西。
62,💗张亚💗,5,2019-05-31 14:18:35,真不错.世界那么大，我想去看看～
63,颜丑文良,5,2019-05-27 10:57:51,关于宏村，最先值得一提的景点，是宏村整体造型——堪称“中华一绝”的古水系牛形村落，是当今世界历史文化遗产的一大奇观。这个始建于宋代的村子，至今依旧较好地保存着数百户粉墙青瓦、鳞次栉比的古民居群，特别是精雕细镂、飞金重彩的承志堂、敬修堂；气度恢宏、古朴宽敞的东贤堂、三立堂；森严的叙仁堂、上元厅等祠堂和南湖书院；巷门幽深，青石街道旁古朴的观店铺……同平滑似镜的月沼和碧波荡漾的南湖，雷岗上参天古木、民居庭院中的百年牡丹与探过墙头的青藤石木，构成一个完美的艺术整体。沿着主路慢行，还能欣赏到南湖风光、南湖书院、月沼春晓、牛肠水圳、双溪映碧、亭前大树、雷岗夕照、树人堂、明代祠堂乐叙堂等。若时间允许，不妨走访村周，还有闻名遐迩的雉山木雕楼、奇墅湖、塔川秋色、木坑竹海、万村明祠“爱敬堂”等著名景观。门票宏村：门票104元，学生（研究生证不可用）、60岁以上老年人、未成年人等凭有效证件，按旺季门票价格减半优惠；70岁以上持《安徽省老年人优待证》老年人、1.1m以下儿童等免票；请住宿客栈的老板帮买票可打9折。总门票内包含导游免费讲解（导游在南湖入口处认领）及几处景点门票。入门需登记身份证，购票起3日内可凭票进出村庄，记得随身带票券及半价证件。其余景点收费：德义堂：参观2元/人，喝茶5元/人碧园：参观拍照5元/人（目前宏村景点各个堂拍照免费）承德堂：参观拍照2元/人（目前宏村景点各个堂拍照免费）根心堂、琴剑阁、剑琴阁等也都有类似的参观喝茶收费Tips：1.宏村已被公司承包，逃票很难，连村内老百姓的亲戚进村探亲都要买票，除非你天黑进去，天不亮出来，哪怕早晨6:00在村里晃悠都很可能会遇见查票的。检票制度也非常严格，一定要真实证件才可过关。2.村里很容易把人转糊涂了，房屋、街道几乎没有差别。路边沟里的水流告诉我们行进的方向：逆流——进村，顺流——出村。
64,直觉,5,2019-05-07 18:14:32,确实很有特色的古镇，就算对我这种不喜欢古镇的人来说也是的！
65,汤姆猫,5,2019-04-02 17:00:25,到了宏村，最直观的感受是，宏村的美，一多半美在了它的两大标志性景点月沼和南湖。水的存在为古村增添了千种风情、万般气象，徽派建筑秀美的身影投射在灵动的湖面，构成了天然的山水中国画卷。
66,鸿行天下,5,2019-04-02 13:15:46,也就那样，去过一次不想去第二次。
67,渔乡余香,5,2019-04-01 16:53:29,徽派建筑群是最近我心中 “最美古村落” 形象的了。月沼是标志性地点吧。在小巷里随便走走，常规游览的话傍晚到早上走就可以了。想多住几天安静一下也可，一定要避开节假日。
68,✨晶晶✨,5,2019-04-01 11:16:18,随便拍拍都是一副绝美的画，超有意境
69,丢丢欣,5,2019-04-01 00:12:16,很上相的一个地方，实际的话感觉还是一般的，没有多少居民，有很多学生在画画，拍照确实比较漂亮
70,哈仙岛,5,2019-03-31 07:01:07,徽派建筑很美，这里到处都可以看到粉墙黛瓦，小桥流水的场面，一切都是静静的美。有着浓厚的商业气息。和自己居住的哈仙岛完全不同。
71,行者游侠,5,2019-03-26 16:25:19,非常的漂亮，非常棒，还会再去的
72,luoluo,5,2019-03-26 15:25:18,去的时候下雨，对宏村印象不是很好，玩着玩着，觉得景色还是不错的，就是雨水有点影响心情
73,蜡笔笔笔,5,2019-03-21 16:12:03,宏村的美，主要在建筑，白墙黑瓦南湖，南湖是真的美，早晨夜晚都好看，夏天冬天也好看，写生的人是一群一群的。
74,张小肥肥肥儿,4,2019-03-19 16:26:55,商业化有点严重，看看建筑还行吧。
