,用户名,评论星级,评论时间,评论内容
28,キッド 玄零,3,2018-09-21 08:54:51,找个风和日丽的下午，租了自行车，亲朋友好两三人，绕城一周。观尽西安景。
29,山石129,3,2018-09-11 23:21:08,不让孩子租自行车，也不让骑双人自行车带孩子。
30,暇光宝宝,3,2018-08-31 08:52:51,春节假期去的。正遇上了新春灯会。六点前都是城墙票价原价54元。晚上就收100了。城墙之上，望尽古都繁华。虽然我没走多远，风有点大。但还是能感受到城墙的巍峨。城墙上有自行车可以出租，白天可以骑着环一圈。
31,蚂蜂窝用户,3,2018-02-26 13:10:58,西安并没有作为一个旅游城市的觉悟，混乱的管理，高额的时点门票，工作人员的大吵，吼人，到处都在排队却从来不会增加临时售票窗口。西安不适合旅游业，西安人也不适合做服务业。
32,lovelyc,3,2018-02-21 13:09:48,我从北门进的，到了东门就下了，我去的时候没什么人，就是城墙没什么看头，说南门有节目我真的走不动了，北门有租车的地方，早知道就租个车了，真的走的好累，我觉得不划算。
33,cynthialaugh,3,2018-02-16 22:02:23,在下面看看就可以了，有时间可以上去转一圈。
34,lucia大蕾,3,2018-02-16 19:43:33,可以看到很大一个西安，圈圈里面没有高楼，城市真的是一格一格的。
35,书瘾难戒,3,2018-02-05 12:17:27,去了真的是暴走，跟一个在西安上学的潮汕老乡老同学从永宁门上楼，问同学要不要租自行车，人家说不用了吧，大老爷们用脚走吧。从永宁门到安远门，我觉得能让人吐血，突然觉得40钱租金不贵了。暴走暴走。我也不知道从永宁门到安远门才算走了多长的路。
36,未知的未涞,3,2018-01-16 07:54:59,没有登上去看，在城墙下看雪中的城墙还是很美的
37,大森林的足迹,3,2018-01-08 01:39:37,我们是晚上去的，但雾霾很严重，都看不到什么！
38,蚂蜂窝用户,3,2018-01-01 17:03:21,8月4日一大早去爬古城墙，路上一打听，才知八点后开门，于是骑着共享单车顺着古城墙先绕了一大圈，走走停停，一天的时间很快过去了。傍晚时分，华灯初上，这时候登上古城墙，一定能欣赏到另一番景象。事实没有让我失望，徜徉在城墙顶上，放眼望去，古城处处流光溢彩，车水马龙，一派繁荣与祥和的气氛！
39,ze_eraser,3,2017-12-15 15:13:55,因为遇上了雾霾天，没有看到最美的一面，上去城墙后还可以租单车在里面游走~不然单靠走的大概要走个半天啦
40,吴大帅,3,2017-12-14 10:12:42,到西安的第一站直奔古城墙，它的外表富有沧桑的历史感，从南门买票直上，爬上城楼，迎着夕阳缓缓的行走。那感觉蛮惬意，城墙的排水系统也体现了古人的智慧，同时站在城墙俯看西安城，又是别样风味。
41,「Free Soul」,3,2017-11-27 09:56:06,真的好长好长～租了单车走走停停拍拍，1.6小时才转完3/4城墙！感觉现在的城墙不过是给游客个机会居高临下看看西安城的样子，54大洋的门票有少许贵喔
42,棒棒糖巛,3,2017-11-24 23:10:00,晚上五点半上的城墙，南门上的天还没黑，随便拍了几张照，从城墙上看还是很漂亮的！纠结要不要骑自行车，最后决定随便还要骑！晚上的城墙只有一排灯笼照明，骑车要小心！自行车还是很棒的，座位防震，轮胎粗，不过一圈骑下来还是蛮累的！
43,流浪汉,3,2017-11-17 21:49:51,一座城池，当然四面都是城，有主要有次要。
44,miss金,3,2017-11-16 17:40:41,"门票54,65岁以上免票。11月初去霾的很厉害，我们遇上了重度污染天，情绪也跟着发灰。"
45,夏夏,3,2017-11-12 19:42:03,这个来西安要转一转的，可以骑自行车。但是我那天真的太热了。要凉快的天才好。西安夏天太热了。
46,遇过,3,2018-08-26 23:11:20,西安古城墙，骑着自行车在上面兜风，应该也是难得的体验了吧。沿途看看西安城的夜景，也很是潇洒
47,小佛,3,2018-08-23 10:00:58,城墙挺大的，可以骑车但是看过北京故宫长城，到觉得有些一般，去是一定要去的，就是不用玩太久。
48,马蜂窝用户,3,2018-08-22 15:45:26,从安化门上的，周围没什么风景。工作人员说南门好玩一点。门票54元/张，孩子半价27元。上了城墙，本来准备坐游览车的，但价格高的离谱，把城墙分成4段收费，每段30元。一个城墙13公里，竟然要120元/人。租自行车45元/人，由于还带了一个小宝宝，这个自行车又没有小宝宝坐的地方，租自行车也不好游览。最后想想城墙每一段都差不多，也不想浪费360元转圈了，干脆直接从安化门就下来了，啥也没看。总体来说，城墙上没什么东西可看，门票价格偏高。游览车和自行车简直就是宰人。如果带孩子旅游的，强烈建议不要玩这个景点。
49,Mr_衡少爷,3,2018-08-21 23:18:57,西安明城墙古代只有4个门，分别是永宁门（正南门）、安远门（正北门）、长乐门（正东门）和安定门（正西门）其他的城门都是后期为了方便城墙内的交通陆陆续续新开的。除了安远门（正北门）之外，其他城门都能上城楼，要是选择住店的话，考虑在其他城门附近比较方便。永宁门（正南门）最繁华，管理也相对最好，晚上也有一场露天演出，是需要在售票厅里额外买票的，演出的时候工作人员会把场地用大纸板挡起来，在外面一点也看不到。城墙上面鲜有遮阳的地方，西安夏季要等到快到20点太阳才落山，所以尽量等到夕阳西下的时间去，温度不高，景色也好，很适合拍照，吃完晚饭到城墙上面走走很是惬意。城墙的门票54/人，学生票27/人。门票一天之内有效，可以重复进出的，第一次出去的时候在出口刷一次身份证，第二次进入直接刷身份证就可以，或者向工作人员出示一下之前在城墙上的照片也可以二次进入。
50,天郁任我行,3,2018-08-15 23:00:47,西安的标志性建筑之一，这里有着丰厚的文化底蕴，建议参观。如果说夏天来，一定要做好防晒，城墙上可是没有任何的遮阳措施
51,永远的米兰,3,2018-08-02 11:20:41,就是一段城墙，就是一段城墙，就是一段城墙
52,Jessica ⁶¹⁹,3,2018-07-07 11:05:47,这里的城墙的确是走在哪里都是一样的，整圈下来13.5公里，相当于绕了奥森2.5圈，不管是骑车还是步行都绝对是对体力的极大考验，怎么说西安城墙上可是举办过马拉松的，所以我是建议不用绕整个城哈，除非你真的很喜欢～
53,旖岚,3,2018-06-25 22:36:44,晚上三更半夜上的古城墙，啥都看不见，一把血泪史：20：15租的自行车，因为必须在21：50之前将车归还，全程都在赶路，累个半死不活。PS（划重点‼️）：1.强烈建议要去城墙的小伙伴在傍晚18：00左右上去，这时太阳不是特别大骑车正合适2.19：00之后只有南门可以上城墙，记得不要跑到其他门去。
54,皮皮卡丘98号,3,2018-06-23 14:57:43,下午4点多5点上去的，想着可以看看日落和夜景。从永宁门上去，往西走了一小段就说封闭了走不通了，又往回走到永宁门那边租自行车。讲真，刚上城墙那一下还挺震撼的，宽可跑马的城墙、落日黄昏的古道，意境确实美。不过多走走也就那样了，感觉就是无限重复，西安这个城市发展得也不咋地，城墙内有一片特别荒芜，城墙外也就普通三线城市的感觉。骑车骑到北门又走不通了，得原路返回。天黑后的城墙上特别暗，根本看不清楚路况和人影，骑车的小心。门票50/人，再租2个自称车90块，190块去骑个车，总得来讲，不太值得。建议上去看看，能走多远走多远是了，累了就找个门下来，反正城墙上的景都差不多。
55,Adam911,3,2018-06-15 11:46:37,西安的美食很多，古城墙保留也很完好
56,醉鸟,3,2018-06-11 22:10:56,西安城墙非常宽阔，最流行的玩法是在城墙上骑单车。
57,李智华,3,2018-06-09 19:42:47,来西安的打卡景点，原来以为门票54，现场只收40，不过就算这样城墙也就是一个不会让你心潮澎湃的景点，天气一热，在上面简直就是煎熬，服务点也少。
58,追梦♚Boy~,3,2018-05-13 21:16:02,没去过的可以体验下，，去过了也就没有再去欲望了。
59,Ivy,3,2018-05-05 23:47:26,没有上去，也没有特地去永宁门看，只在经过的朝阳门停留了一会。
60,暇光宝宝,3,2018-05-04 22:12:14,春节假期去的。正遇上了新春灯会。六点前都是城墙票价原价54元。晚上就收100了。城墙之上，望尽古都繁华。虽然我没走多远，风有点大。但还是能感受到城墙的巍峨。城墙上有自行车可以出租，白天可以骑着环一圈。
61,蚂蜂窝用户,3,2018-02-26 13:10:58,西安并没有作为一个旅游城市的觉悟，混乱的管理，高额的时点门票，工作人员的大吵，吼人，到处都在排队却从来不会增加临时售票窗口。西安不适合旅游业，西安人也不适合做服务业。
62,lovelyc,3,2018-02-21 13:09:48,我从北门进的，到了东门就下了，我去的时候没什么人，就是城墙没什么看头，说南门有节目我真的走不动了，北门有租车的地方，早知道就租个车了，真的走的好累，我觉得不划算。
63,cynthialaugh,3,2018-02-16 22:02:23,在下面看看就可以了，有时间可以上去转一圈。
64,lucia大蕾,3,2018-02-16 19:43:33,可以看到很大一个西安，圈圈里面没有高楼，城市真的是一格一格的。
65,书瘾难戒,3,2018-02-05 12:17:27,去了真的是暴走，跟一个在西安上学的潮汕老乡老同学从永宁门上楼，问同学要不要租自行车，人家说不用了吧，大老爷们用脚走吧。从永宁门到安远门，我觉得能让人吐血，突然觉得40钱租金不贵了。暴走暴走。我也不知道从永宁门到安远门才算走了多长的路。
66,未知的未涞,3,2018-01-16 07:54:59,没有登上去看，在城墙下看雪中的城墙还是很美的
67,大森林的足迹,3,2018-01-08 01:39:37,我们是晚上去的，但雾霾很严重，都看不到什么！
68,蚂蜂窝用户,3,2018-01-01 17:03:21,8月4日一大早去爬古城墙，路上一打听，才知八点后开门，于是骑着共享单车顺着古城墙先绕了一大圈，走走停停，一天的时间很快过去了。傍晚时分，华灯初上，这时候登上古城墙，一定能欣赏到另一番景象。事实没有让我失望，徜徉在城墙顶上，放眼望去，古城处处流光溢彩，车水马龙，一派繁荣与祥和的气氛！
69,ze_eraser,3,2017-12-15 15:13:55,因为遇上了雾霾天，没有看到最美的一面，上去城墙后还可以租单车在里面游走~不然单靠走的大概要走个半天啦
70,吴大帅,3,2017-12-14 10:12:42,到西安的第一站直奔古城墙，它的外表富有沧桑的历史感，从南门买票直上，爬上城楼，迎着夕阳缓缓的行走。那感觉蛮惬意，城墙的排水系统也体现了古人的智慧，同时站在城墙俯看西安城，又是别样风味。
71,「Free Soul」,3,2017-11-27 09:56:06,真的好长好长～租了单车走走停停拍拍，1.6小时才转完3/4城墙！感觉现在的城墙不过是给游客个机会居高临下看看西安城的样子，54大洋的门票有少许贵喔
72,棒棒糖巛,3,2017-11-24 23:10:00,晚上五点半上的城墙，南门上的天还没黑，随便拍了几张照，从城墙上看还是很漂亮的！纠结要不要骑自行车，最后决定随便还要骑！晚上的城墙只有一排灯笼照明，骑车要小心！自行车还是很棒的，座位防震，轮胎粗，不过一圈骑下来还是蛮累的！
73,流浪汉,3,2017-11-17 21:49:51,一座城池，当然四面都是城，有主要有次要。
74,miss金,3,2017-11-16 17:40:41,"门票54,65岁以上免票。11月初去霾的很厉害，我们遇上了重度污染天，情绪也跟着发灰。"
